InstitutionID,DeptOfEdInstitutionID,InstitutionName,InstitutionAddress,InstitutionCity,InstitutionState,StateProvinceID,InstitutionZip,InstitutionPhone,InstitutionOPEID,InstitutionIPEDSUnitID,InstitutionURL,CountryID,CreatedDate,UpdatedDate,ModifiedBy
139,101763,University of Arkansas at Monticello,Highway 425 South,Monticello,AR,26,71656,870-367-6811,"00108500",106485,www.uamont.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
140,101772,Arthur's Beauty College. Inc. - Jacksonville,2600 John Harden Drive,Jacksonville,AR,26,72076,501-982-8987,"02538500",106494,arthursbeautycollege.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
141,101781,Baptist Health Schools Little Rock,11900 Colonel Glenn Road. Suite 1000,Little Rock,AR,26,72210,501-202-6200,"03105200",106546,www.bhslr.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
142,101790,Bee-Jay's Hairstyling Academy,1907 Hinson Loop,Little Rock,AR,26,72212,501-224-2442,"02260400",106607,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
143,101806,Black River Technical College,1410 Hwy 304 East,Pocahontas,AR,26,72455,870-248-4000,"02052200",106625,www.blackrivertech.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
144,101815,University of Central Arkansas,201 Donaghey Ave,Conway,AR,26,72035-0001,501-450-5000,"00109200",106704,www.uca.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
145,101824,Central Baptist College,1501 College Ave,Conway,AR,26,72034,501-329-6872,"00109300",106713,www.cbc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
146,101833,Creative School of Cosmetology,100 E Main St,Blytheville,AR,26,72315,870-763-4012,"03212300",106759,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
147,101842,Cossatot Community College of the University of Arkansas,183 Hwy 399,De Queen,AR,26,71832,870-584-4471,"02220900",106795,cccua.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
148,101851,Crowley's Ridge College,100 College Dr,Paragould,AR,26,72450,870-236-6901,"00109500",106810,www.crowleysridgecollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
149,101860,Crowleys Ridge Technical Institute,1620 Newcastle Road,Forrest City,AR,26,72335-0925,870-633-5411,"00704400",106829,www.crti.tec.ar.us,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
150,101879,De Luxe Beauty School,1609 West 26th Street,Pine Bluff,AR,26,71603-1666,870-534-7609,"03116800",106838,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
151,101888,East Arkansas Community College,1700 Newcastle Rd,Forrest City,AR,26,72335,870-633-4480-208,"01226000",106883,WWW.EACC.EDU,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
152,101897,Eastern College of Health Vocations - Little Rock,200 South University Avenue,Little Rock,AR,26,72205,501-568-0211,"02272400",106892,www.echv.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
153,101903,Imagine - Paul Mitchell Partner School,4201 East McCain Blvd.,North Little Rock,AR,26,72201-2516,501-375-0211,"03124900",106908,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
154,101912,National Park Community College,101 College Dr,Hot Springs,AR,26,71913,501-767-9314,"01210500",106980,www.npcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
155,101921,University of Arkansas Community College-Batesville,2005 White Drive,Batesville,AR,26,72503-3350,870-793-7581,"02073500",106999,www.uaccb.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
156,101949,Harding University,915 E. Market Ave.,Searcy,AR,26,72149,501-279-4000,"00109700",107044,www.harding.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
157,101958,Henderson State University,1100 Henderson St,Arkadelphia,AR,26,71999-0001,870-230-5000,"00109800",107071,www.hsu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
158,101967,Hendrix College,1600 Washington Ave,Conway,AR,26,72032-3080,501-329-6811,"00109900",107080,www.hendrix.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
159,101976,Hot Springs Beauty College,100 Cones Rd,Hot Springs,AR,26,71901,501-624-4258,"03007100",107099,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
160,101985,Jefferson Regional Medical Center,1600 West 40th,Pine Bluff,AR,26,71603,870-541-7850,"02330800",107123,www.jrmc.org,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
161,101994,John Brown University,2000 W University St,Siloam Springs,AR,26,72761,479-524-9500,"00110000",107141,www.jbu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
162,102003,Lee's School of Cosmetology,2700 West Pershing Boulevard,North Little Rock,AR,26,72114-3800,501-758-2800,"02525800",107211,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
163,102012,Career Academy of Hair Design,346 East Robinson Avenue,Springdale,AR,26,72764,479-756-6060,"02341700",107220,beautyschool.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
164,102021,Little Rock Job Corp Center,2020 Vance Street,Little Rock,AR,26,,,,107257,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
165,102030,Marsha Kay Beauty College,408 Hwy 201 N,Mountain Home,AR,26,72653-3164,870-425-7575,"02287400",107275,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
166,102049,Academy of Salon and Spa,311 South 16th Street,Fort Smith,AR,26,72901,479-782-5059,"01074100",107293,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
167,102067,Mid-South Community College,2000 W.  Broadway,West Memphis,AR,26,72301-3829,870-733-6722,"02348200",107318,www.midsouthcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
168,102076,Arkansas Northeastern College,2501 South Division Street,Blytheville,AR,26,72316,870-762-1020-1114,"01286000",107327,www.anc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
169,102085,Margaret's Hair Academy. Inc.,1509 East Main Street. Suite #2,Russellville,AR,26,72801,479-890-0215,"03254300",107363,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
170,102094,New Tyler Barber College Inc,1221 E 7th St,North Little Rock,AR,26,72114-4973,501-375-0377,"02284200",107442,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
171,102100,North Arkansas College,1515 Pioneer Dr,Harrison,AR,26,72601-5508,870-391-3200,"01226100",107460,www.northark.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
172,102128,Ouachita Baptist University,410 Ouachita St,Arkadelphia,AR,26,71998-0001,870-245-5000,"00110200",107512,www.obu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
173,102137,Ouachita Technical College,One College Cir,Malvern,AR,26,72104-0816,501-337-5000-1100,"00997600",107521,www.otcweb.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
174,102146,Ozarka College,218 College Dr,Melbourne,AR,26,72556-0010,870-368-7371,"02087000",107549,www.ozarka.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
175,102155,University of the Ozarks,415 N College Ave,Clarksville,AR,26,72830,479-979-1000,"00109400",107558,www.ozarks.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
176,102164,University of Arkansas Community College-Morrilton,1537 University Blvd.,Morrilton,AR,26,72110,501-977-2000,"00524500",107585,www.uaccm.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
177,102173,Philander Smith College,One Trudie Kibbe Reed Drive,Little Rock,AR,26,72202-3799,501-375-9845,"00110300",107600,www.philander.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
178,102182,Phillips Community College of the University of Arkansas,1000 Campus Dr,Helena,AR,26,72342-0785,870-338-6474,"00110400",107619,www.pccua.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
179,102191,Southeast Arkansas College,1900 Hazel,Pine Bluff,AR,26,71603,870-543-5900,"00570700",107637,www.seark.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
180,102207,Professional Cosmetology Education Center,460 North Washington Avenue,El Dorado,AR,26,71730,870-864-9292,"02202400",107655,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
181,102216,Pulaski Technical College,3000 West Scenic Drive,North Little Rock,AR,26,72118,501-812-2200,"02075300",107664,www.pulaskitech.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
182,102225,University of Arkansas Community College-Hope,2500 S Main,Hope,AR,26,71802-0140,870-777-5722-1221,"00573200",107725,www.uacch.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
183,102234,Rich Mountain Community College,1100 College Dr,Mena,AR,26,71953,479-394-7622-1100,"02111100",107743,www.rmcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
184,102252,St. Vincent Infirmary Medical Center,Two St. Vincent Circle,Little Rock,AR,26,72205-5499,,,107804,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
185,102261,Searcy Beauty College Inc,1004 S Main,Searcy,AR,26,72143,501-268-6300,"02569600",107831,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
186,102270,Williams Baptist College,60 W Fulbright Avenue,Walnut Ridge,AR,26,72476,870-886-6741,"00110600",107877,www.wbcoll.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
187,102298,South Arkansas Community College,300 S West Ave,El Dorado,AR,26,71731-7010,870-862-8131-114,"02074600",107974,www.southark.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
188,102304,Southern Arkansas University Main Campus,100 E. University,Magnolia,AR,26,71753,870-235-4000,"00110700",107983,WWW.SAUMAG.EDU,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
189,102313,Southern Arkansas University Tech,P.O. Box 3499,Camden,AR,26,71711-1599,870-574-4500,"00773800",107992,www.sautech.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
190,102331,Velvatex College of Beauty Culture,1520 Martin Luther King Dr,Little Rock,AR,26,72202-5452,501-372-9678,"03214300",108065,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
191,102340,University of Arkansas-Fort Smith,5210 Grand Ave P.O. Box 3649,Fort Smith,AR,26,72913-3649,479-788-7004,"00111000",108092,www.uafortsmith.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
192,102359,Abram Friedman Occupational Center,1646 S Olive,Los Angeles,CA,1,90015-350,213-745-2013,"00932500",108199,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
193,102368,Academy of Art University,79 New Montgomery,San Francisco,CA,1,94105,415-274-2200,"00753100",108232,www.academyart.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
194,102386,Academy of Chinese Culture and Health Sciences,1601 Clay St,Oakland,CA,1,94612,510-763-7787,"03288300",108269,www.acchs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
195,102410,Academy Pacific Travel College,1777 N Vine St,Los Angeles,CA,1,90028-5218,323-462-3211,"00760500",108393,www.academypacific.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
196,102429,Alameda Beauty College,2318 Central Ave,Alameda,CA,1,94501,510-523-1050,"02258600",108649,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
197,102438,College of Alameda,555 Ralph Appezzato Memorial Parkway,Alameda,CA,1,94501,510-748-2299,"00672000",108667,www.peralta.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
198,102447,Allan Hancock College,800 S College Dr,Santa Maria,CA,1,93454-6399,805-922-6966-3248,"00111100",108807,www.hancockcollege.edu/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
199,102465,American Baptist Seminary of the West,2606 Dwight Way,Berkeley,CA,1,94704-3029,510-841-1905-221,"00112000",108861,www.absw.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
200,102474,American Film Institute,2021 North Western Avenue,Los Angeles,CA,1,90027,323-856-7741,"02222000",108870,www.AFI.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
201,102508,American Career College - Los Angeles,4021 Rosewood Avenue,Los Angeles,CA,1,90004,323-668-7555,"02241800",109040,www.americancareer.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
202,102517,American Conservatory Theater,30 Grant Ave,San Francisco,CA,1,94108-5834,415-439-2350,"02099200",109086,www.act-sf.org,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
203,102526,American Graduate University,733 North Dodsworth Avenue,Covina,CA,1,91724,,,109095,www.agu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
204,102535,American River College,4700 College Oak Dr,Sacramento,CA,1,95841-4286,916-484-8350,"00123200",109208,www.arc.losrios.edu/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
205,102544,Everest Institute - Hayward,22336 Main Street,Hayward,CA,1,94541,510-582-9500,"01112100",109332,cci.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
206,102553,Antelope Valley College,3041 W Ave K,Lancaster,CA,1,93536-5426,661-722-6300,"00111300",109350,www.avc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
207,102562,Art Center College of Design,1700 Lida St,Pasadena,CA,1,91103,626-396-2200,"00111600",109651,www.artcenter.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
208,102599,Associated Technical College,1593 E Vista Way. Suite C,Vista,CA,1,92084,760-643-0505,"02553100",109749,www.associatedtechcollege.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
209,102605,Azusa Pacific University,901 E Alosta,Azusa,CA,1,91702-7000,626-969-3434,"00111700",109785,www.apu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
210,102614,Bakersfield College,1801 Panorama Dr,Bakersfield,CA,1,93305-1299,661-395-4011,"00111800",109819,www.bakersfieldcollege.edu/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
211,102623,Barstow Community College,2700 Barstow Road,Barstow,CA,1,92311,760-252-2411,"00111900",109907,www.barstow.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
212,102632,Bellus Academy - National City,1520 East Plaza Blvd,National City,CA,1,91950,619-474-6607,"00705000",109934,www.sandiegobeautyacademy.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
213,102641,Bethany University,800 Bethany Dr,Scotts Valley,CA,1,95066-2898,831-438-3800,"00112100",110051,www.bethany.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
214,102650,Bethesda University of California,730 N. Euclid St,Anaheim,CA,1,92801,714-517-1945,"03266300",110060,www.bcu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
215,102669,Biola University,13800 Biola Ave,La Mirada,CA,1,90639-0001,562-903-6000,"00112200",110097,www.biola.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
216,102678,Brooks College,4825 E. Pacific Coast Hwy,Long Beach,CA,1,90804,562-597-6611-5793,"02065500",110176,www.brookscollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
217,102696,Brownson Technical School,1110 Technology Cir Ste D,Anaheim,CA,1,92805,714-774-9443,"02543400",110194,brownsontechnicalschool.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
218,102702,Bryan University,3580 Wilshire Boulevard Suite 400,Los Angeles,CA,1,90010,213-484-8850,"00716400",110219,www.bryancollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
219,102711,Butte College,3536 Butte Campus Drive,Oroville,CA,1,95965-8399,530-895-2511,"00807300",110246,www.butte.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
220,102720,Phillips Graduate Institute,5445 Balboa Blvd,Encino,CA,1,91316-1509,818-386-5600,"02237200",110307,pgi.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
221,102739,California Institute of Integral Studies,1453 Mission St 4th Fl,San Francisco,CA,1,94103,415-575-6100,"01215400",110316,www.ciis.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
222,102757,Cabrillo College,6500 Soquel Dr,Aptos,CA,1,95003,831-479-6100,"00112400",110334,www.cabrillo.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
223,102766,California Baptist University,8432 Magnolia Ave,Riverside,CA,1,92504-3297,951-689-5771,"00112500",110361,www.calbaptist.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
224,102775,California College of the Arts,5212 Broadway,Oakland,CA,1,94618-1487,510-594-3600,"00112700",110370,www.cca.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
225,102784,University of California Hastings College of Law,200 McAllister St,San Francisco,CA,1,94102-4978,415-565-4600,"00394700",110398,www.uchastings.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
226,102793,California Institute of Technology,1200 E California Blvd,Pasadena,CA,1,91125,626-395-6811,"00113100",110404,www.caltech.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
227,102809,California Lutheran University,60 W Olsen Rd,Thousand Oaks,CA,1,91360-2787,805-492-2411,"00113300",110413,www.callutheran.edu/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
228,102818,California Polytechnic State University-San Luis Obispo,0,San Luis Obispo,CA,1,93407,805-756-1111,"00114300",110422,www.calpoly.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
229,102854,Alliant International University,10455 Pomerado Road,San Diego,CA,1,92131-1799,858-271-4300,"01111700",110468,www.alliant.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
230,102872,California State University - Bakersfield,9001 Stockdale Hwy,Bakersfield,CA,1,93311-1099,661-664-2011,"00799300",110486,www.csubak.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
231,102881,California State University - Stanislaus,801 W Monte Vista,Turlock,CA,1,95382,209-667-3122,"00115700",110495,www.csustan.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
232,102906,California State University - San Bernardino,5500 University Pky,San Bernardino,CA,1,92407-2397,909-880-5000,"00114200",110510,www.csusb.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
233,102915,California State Polytechnic University - Pomona,3801 W Temple Ave,Pomona,CA,1,91768,909-869-7659,"00114400",110529,www.csupomona.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
234,102924,California State University - Chico,400 West First Street,Chico,CA,1,95929-0150,530-898-6116,"00114600",110538,www.csuchico.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
235,102933,California State University - Dominguez Hills,1000 E Victoria St,Carson,CA,1,90747-0005,310-243-3300,"00114100",110547,www.csudh.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
236,102942,California State University - Fresno,5241 N Maple Ave,Fresno,CA,1,93740,559-278-4240,"00114700",110556,www.csufresno.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
237,102951,California State University - Fullerton,800 N State College Blvd,Fullerton,CA,1,92831-3599,714-278-2011,"00113700",110565,www.fullerton.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
238,102960,California State University - East Bay,25800 Carlos Bee Blvd,Hayward,CA,1,94542,510-885-3000,"00113800",110574,www.csueastbay.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
239,102979,California State University - Long Beach,1250 Bellflower Blvd,Long Beach,CA,1,90840-0115,562-985-4111,"00113900",110583,www.csulb.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
240,102988,California State University - Los Angeles,5151 State University Dr,Los Angeles,CA,1,90032,323-343-3000,"00114000",110592,www.calstatela.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
241,102997,California State University - Northridge,18111 Nordhoff St,Northridge,CA,1,91330,818-677-1200,"00115300",110608,www.csun.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
242,103006,California State University - Sacramento,6000 J St,Sacramento,CA,1,95819-2694,916-278-6011,"00115000",110617,www.csus.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
243,103015,University of California - Berkeley,200 California Hall,Berkeley,CA,1,94720,510-642-6000,"00131200",110635,www.berkeley.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
244,103024,University of California - Davis,One Shields Avenue,Davis,CA,1,95616-8678,530-752-1011,"00131300",110644,www.ucdavis.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
245,103033,University of California - Irvine,510 Aldrich Hall,Irvine,CA,1,92697,949-824-5011,"00131400",110653,www.uci.edu/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
246,103042,University of California - Los Angeles,405 Hilgard Ave,Los Angeles,CA,1,90095,310-825-4321,"00131500",110662,www.ucla.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
247,103051,University of California - Riverside,900 University Ave,Riverside,CA,1,92521,951-827-1012,"00131600",110671,WWW.UCR.EDU,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
248,103060,University of California - San Diego,9500 Gilman Dr,La Jolla,CA,1,92093,858-534-2230,"00131700",110680,www.ucsd.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
249,103079,University of California - San Francisco,500 Parnassus Ave,San Francisco,CA,1,94143,415-476-9000,"00131900",110699,www.ucsf.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
250,103088,University of California - Santa Barbara,UC Santa Barbara,Santa Barbara,CA,1,93106,805-893-8000,"00132000",110705,www.ucsb.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
251,103097,University of California - Santa Cruz,1156 High St,Santa Cruz,CA,1,95064,831-459-0111,"00132100",110714,www.ucsc.edu/visitors/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
252,103103,Institute of Transpersonal Psychology,1069 East Meadow Cr,Palo Alto,CA,1,94303,650-493-4430,"02267600",110778,www.itp.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
253,103112,Mountain Oaks Adult Education Center,1600 California Drive,Vacaville,CA,1,95688,707-453-7044,,110787,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
